mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_estimators,param_classifier__min_samples_split,param_classifier__min_samples_leaf,param_classifier__max_samples,param_classifier__max_features,param_classifier__max_depth,param_classifier__class_weight,params,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_recall,split1_test_recall,split2_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_precision,split1_test_precision,split2_test_precision,mean_test_precision,std_test_precision,rank_test_precision
274.94097391764325,2.957984986949027,11.691701491673788,0.3094830516195363,400,2,10,0.65,sqrt,16,"{0: 1, 1: 20}","{'classifier__n_estimators': 400, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 10, 'classifier__max_samples': 0.65, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 16, 'classifier__class_weight': {0: 1, 1: 20}}",0.22714587651375026,0.2349435197264067,0.2370903070801947,0.2330599011067839,0.004272699314707349,11,0.9493850632028721,0.9500223611055119,0.9514872433801864,0.9502982225628568,0.0008801003852628354,2,0.28249648052557486,0.29315673289183225,0.28963153384747214,0.28842824908829306,0.004434423358741514,12,0.4499252615844544,0.4962630792227205,0.5052316890881914,0.4838066766317888,0.024235947198834724,1,0.20588235294117646,0.20802005012531327,0.203003003003003,0.20563513535649758,0.0020556471580342258,20
966.5220455328623,24.559557943011598,7.3276526927948,0.6245487425320665,600,10,5,0.65,0.8,32,,"{'classifier__n_estimators': 600, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 5, 'classifier__max_samples': 0.65, 'classifier__max_features': 0.8, 'classifier__max_depth': 32, 'classifier__class_weight': None}",0.214941583341619,0.24098855568877361,0.23891098802778912,0.2316137090193939,0.011819444510583208,12,0.9421868097271793,0.9418415026121161,0.940530106050735,0.9415194727966768,0.0007136498531772866,15,0.04291845493562232,0.03751803751803752,0.03488372093023256,0.03844007112796413,0.0033443332287834164,18,0.02242152466367713,0.01943198804185351,0.017937219730941704,0.019930244145490782,0.0018643036306795918,18,0.5,0.5416666666666666,0.631578947368421,0.5577485380116959,0.05490734490705824,3
259.86477669080097,4.893849074820718,11.239133834838867,0.2105787655423188,400,20,5,0.65,sqrt,24,,"{'classifier__n_estimators': 400, 'classifier__min_samples_split': 20, 'classifier__min_samples_leaf': 5, 'classifier__max_samples': 0.65, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 24, 'classifier__class_weight': None}",0.2188880037577915,0.23683976654621214,0.2350114490467123,0.23024640645023864,0.008066212246673875,13,0.9483592092082579,0.9494393877702517,0.9503335385477726,0.9493773785087608,0.0008072083360158113,4,0.0,0.0,0.0029850746268656717,0.0009950248756218905,0.0014071776740030796,20,0.0,0.0,0.0014947683109118087,0.0004982561036372695,0.000704640539299001,20,0.0,0.0,1.0,0.3333333333333333,0.4714045207910317,13
678.2114511330923,9.236551136791904,8.856428464253744,0.8292155610394042,400,10,10,0.8,0.5,32,"{0: 1, 1: 5}","{'classifier__n_estimators': 400, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 10, 'classifier__max_samples': 0.8, 'classifier__max_features': 0.5, 'classifier__max_depth': 32, 'classifier__class_weight': {0: 1, 1: 5}}",0.21324334549191426,0.23633291239204418,0.23747842285620133,0.22901822691338658,0.011164324474324694,14,0.9454767566921058,0.94643957312086,0.9478238940183972,0.9465800746104543,0.0009633514099403767,9,0.28397212543554007,0.30390492359932086,0.299581589958159,0.29581954633100666,0.00856130207577305,10,0.2436472346786248,0.26756352765321373,0.26756352765321373,0.25959142999501744,0.011274248628784006,14,0.34029227557411273,0.3516699410609037,0.3403041825095057,0.34408879971484074,0.005360678658871276,10
1108.4232958157857,23.838873597192517,11.114171028137207,0.08363762158128442,400,20,1,1.0,0.8,16,"{0: 1, 1: 10}","{'classifier__n_estimators': 400, 'classifier__min_samples_split': 20, 'classifier__min_samples_leaf': 1, 'classifier__max_samples': 1.0, 'classifier__max_features': 0.8, 'classifier__max_depth': 16, 'classifier__class_weight': {0: 1, 1: 10}}",0.22088078227298638,0.2303940088047242,0.2356821293600685,0.22898564014592634,0.006124137795498592,15,0.9394674362516625,0.9450965524380529,0.9387373727546704,0.9411004538147952,0.0028413437352200407,16,0.2976109215017065,0.29058663028649384,0.3275971956660293,0.3052649158180765,0.016049573393592864,8,0.32585949177877427,0.3183856502242152,0.3841554559043348,0.34280019930244143,0.02940133232074127,5,0.27386934673366836,0.2672521957340025,0.28555555555555556,0.2755590326744088,0.007567233053239593,15
1647.3786194324493,26.209730070839374,15.343632936477661,0.06937666040428395,600,10,10,1.0,0.8,24,,"{'classifier__n_estimators': 600, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 10, 'classifier__max_samples': 1.0, 'classifier__max_features': 0.8, 'classifier__max_depth': 24, 'classifier__class_weight': None}",0.20514455686288544,0.22969338624187038,0.2299104065348895,0.22158278321321512,0.011623918977992467,16,0.9417881787604516,0.9457423752347149,0.9445231573817781,0.9440179037923149,0.0016533558462549602,10,0.040345821325648415,0.017595307917888565,0.026239067055393587,0.028060065432976854,0.009376690652802685,19,0.02092675635276532,0.008968609865470852,0.013452914798206279,0.014449427005480816,0.004932483775093007,19,0.56,0.46153846153846156,0.5294117647058824,0.5169834087481147,0.04114621621253479,4
917.2060378392538,20.410890849051153,10.959397157033285,0.2149398354001263,400,20,2,0.8,0.8,16,"{0: 1, 1: 20}","{'classifier__n_estimators': 400, 'classifier__min_samples_split': 20, 'classifier__min_samples_leaf': 2, 'classifier__max_samples': 0.8, 'classifier__max_features': 0.8, 'classifier__max_depth': 16, 'classifier__class_weight': {0: 1, 1: 20}}",0.21273572989443526,0.21907992695159242,0.2295898375843264,0.22046849814345137,0.006950363730134677,17,0.9370808045134355,0.9444975225062845,0.9391404580349564,0.9402395950182254,0.0031260201564028167,17,0.2810755961440893,0.29393939393939394,0.2952830188679245,0.2900993363171359,0.006404282266324306,11,0.414050822122571,0.4349775784753363,0.4678624813153961,0.43896362730443444,0.022148590703430854,2,0.21274961597542244,0.2219679633867277,0.21571330117160578,0.216810293511252,0.0038424841265177565,19
620.4643347263336,2.761795014188689,7.042142152786255,0.12224748918186197,250,2,10,0.8,0.8,32,"{0: 1, 1: 10}","{'classifier__n_estimators': 250, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 10, 'classifier__max_samples': 0.8, 'classifier__max_features': 0.8, 'classifier__max_depth': 32, 'classifier__class_weight': {0: 1, 1: 10}}",0.20609234477703064,0.22718922086782095,0.22553372166577038,0.21960509577020734,0.009578830789983209,18,0.9400795281569727,0.9408126389461791,0.9387468456951595,0.9398796709327705,0.0008551150493895852,18,0.3011972274732199,0.31105854523950327,0.32329084588644263,0.31184887286638857,0.009036977996566371,7,0.3572496263079223,0.3931240657698057,0.4170403587443946,0.3891380169407075,0.024571655218610756,4,0.26034858387799564,0.2573385518590998,0.2639545884578997,0.2605472413983317,0.0027046359800602204,17
401.99463748931885,3.52651861544245,7.058990557988484,0.24836494498578357,250,20,5,1.0,0.5,24,balanced_subsample,"{'classifier__n_estimators': 250, 'classifier__min_samples_split': 20, 'classifier__min_samples_leaf': 5, 'classifier__max_samples': 1.0, 'classifier__max_features': 0.5, 'classifier__max_depth': 24, 'classifier__class_weight': 'balanced_subsample'}",0.181890333974462,0.20980085505296148,0.21639356391468909,0.20269491764737088,0.01495524387154719,19,0.9408071237234797,0.9459410586871011,0.9450639877943381,0.9439373900683062,0.0022422070793303096,11,0.23534798534798534,0.30386740331491713,0.31790963527490473,0.2857083413126024,0.036068639742087405,13,0.3841554559043348,0.4110612855007474,0.43647234678624813,0.4105630293971101,0.021361186955880445,3,0.16963696369636963,0.24101665205959685,0.25,0.2202178719186555,0.03595363998723973,18
567.2641874154409,119.90281424259712,5.653125921885173,0.750385000130059,400,2,5,0.8,0.8,,balanced_subsample,"{'classifier__n_estimators': 400, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 5, 'classifier__max_samples': 0.8, 'classifier__max_features': 0.8, 'classifier__max_depth': None, 'classifier__class_weight': 'balanced_subsample'}",0.17513730288510623,0.20403939617016625,0.20464905325227023,0.19460858410251425,0.013770524430221222,20,0.9408861727407777,0.9426051841377862,0.9435896476275311,0.942360334835365,0.0011171861979988394,14,0.21052631578947367,0.28173628173628174,0.3061062648691515,0.2661229541316356,0.04055213652970666,14,0.2571001494768311,0.2571001494768311,0.2884902840059791,0.26756352765321373,0.014797451325279038,12,0.17823834196891192,0.3115942028985507,0.3260135135135135,0.271948686126992,0.0665241839800738,16
